Pre-hit context;Hit string;Post-hit context;File name;Transcript ID;Speaker ID;Speaker gender;Speaker role;Speaker native speaker status;Frag.;Post
Iowas and wa- two Johnnys.  ;how;many Spottails?   you know you; Biology of Fishes Field Lab ;LAB175SU032;SU-f;F;UN;NS;Quest.;many
for the study would be though, to make the comparison more equivalent by doing some kind of pairing.;how;would you compa- pair 'em, maybe by driving habits how many accidents they had that might indicate w; Statistics Office Hours ;OFC575MU046;S1;F;JF;NS;Frag.;would
the cost functional, if it's not like it doesn't seem like it would be a comparable number scale so;how;can you say whether it's more or less fit?   ; Physics Research Group Meeting ;MTG485SG142;S8;F;SG;NS;Quest.;can
we need a cooling tank.  ;how;about if we just,   heat exchanger.  ; Chemical Engineering Group Project Meeting ;SGR195SU127;S1;M;SU;NS;Decl.;about
d ;how;many terms did you have?   ; Computer Science Office Hours ;OFC270MG048;S2;F;SG;NS;Quest.;many
there's no cable involved it's just a  connector. but, even like you know;how;when you look down inside the connector there's little white plastic things surrounding the,  ; Physics Research Group Meeting ;MTG485SG142;S8;F;SG;NS;Frag.;when
inative plural, or it could be dative singular. so the real first question you hafta answer here, is;how;do i decide when do i know for instance, that, this form represents a dative singular, rather than a; Intro Latin Lecture ;LES215MU056;S1;F;JF;NS;Frag.;do
yes   i don't really understand;how;that, uh like i don't think that makes sense as political culture.   ; Intro to American Politics Discussion Section ;DIS495JU119;S7;F;JU;NS;Decl.;that
yeah. again sort of, what we um,;how;we attend how we intend to uh, to, to meet our objectives... would be, so, one of the ways that we'r; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS;Decl.;we
take the time to be involved, but it's like you know it's the breadwinner thing like they don't know;how;.   cuz like in the movies i wa; American Family Group Project Meeting ;SGR565SU144;S2;F;SU;NS;Decl.;cuz
mhm mhm okay.  ;how;do you put into the calculator what would be   ; Statistics Office Hours ;OFC575MU046;S4;F;SU;NS;Frag.;do
how, how tall is this?  ;how;tall is this? life size. a little bit more than life size actually. now the thing, the thing of how,; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS;Quest.;tall
able to see especially in the supplementary weft technique, you're gonna be able to see more about,;how;they construct it. if you can see a little bit of, how the metallic, thread here for this crochet, w; Art History Office Hours ;OFC320SU153;S1;F;JF;NS;Decl.;they
hink that   well i think that's;how;we were,  actually, envisioning it but    ; Architecture Critiques ;STP125JG050;S8;M;JG;NS;Frag.;we
the mean difference.   okay. so;how;do you know whether you wanna put greater than or less than zero?   ; Statistics Office Hours ;OFC575MU046;S3;F;SU;NS;Quest.;do
it gives him  ;how;do y-   that he's, he probably doesn't understand   ; Objectivism Student Group ;SGR999MX115;S2;M;SG;NS;Frag.;do
mkay    ;how;come  they transferred you up here?   ; Media Union Service Encounters ;SVC999MX104;S2;M;JU;NS;Quest.;come
grandma and community groups right? what what community groups do.  uh do,;how;shape, how do they shape socializing right?   ; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS;Quest.;shape
to get an L-S-and-A degree  to graduate  from this school, right?  so;how;you want to fill    ; Academic Advising ;ADV700JU047;S2;F;ST;NS;Frag.;you
ah i cannot wait.   yeah i know;how;you feel. okay well good luck on your paper.   ; English Composition Tutorial ;OFC301MU021;S1;F;JF;NS;Decl.;you
sue really and, um, and i- i've seen the same thing in medical imaging with iterative r- approaches,;how;much side information can you stick in the e- the image pr- process without biasing the image you en; Physics Research Group Meeting ;MTG485SG142;S2;M;SG;NS;Frag.;much
at.     um;how;i understand  it is th- that, it's different because there aren't operons in eukaryotes t; Intro Biology Study Group ;SGR175MU126;S3;F;JU;NS;Frag.;i
so the ones that d- how do you ;how;do  you evaluate how far you are from transform-limited?   ; Physics Research Group Meeting ;MTG485SG142;S1;M;SF;NS;Quest.;do
ou know what the if there's like a if the variables are like education or young you know, ;how; old they are and she kept on talking about the old way of doing things and the new way. ; Senior Thesis Study Group ;SGR999SU146;S3;F;SU;NS;Decl.;old
ow how can you tell from two not being a square, that you can cross out all the odd exponents...? so;how;can you know that, eight cannot be a square then?  well, what is...  ; Number Theory Math Lecture ;LES385SU007;S10;M;SU;NS;Quest.;can
cked    ;how;do we do it?    (s; Biology of Fishes Lab ;LAB175SU033;SU-f;F;UN;NS;Quest.;do
nearest (xx)   we know, we know;how;it goes.   you had your power r; Astronomy Peer Tutorial ;OFC150MU042;S8;M;SU;NS;Decl.;it
how it's enzyme limited, and substrate limited? like, this is exactly the same as in my textbook. h-;how;is the, this one enzyme limited, and, how, like i'm i got confused cuz it seems the opposite for me.; Biochemistry Study Group ;SGR175SU123;S2;M;SU;NS;Decl.;is
tle bit later, to, talking about it. um, i think it's really nice. i have some questions to ask you.;how;long have you been in the U-S...?   ; Graduate Student Research Interview 2 ;INT425JG002;S2;F;JF;NS;Quest.;long
t, he has a really long name.  ;how;do you know Pat?  ; Forum for International Educators Meeting ;MTG999ST015;R1;F;RE;NS;Quest.;do
so you know your account, your final account is gonna, hafta deal with all these forest islands and;how;they  (are)  in some and not in others and   ; Interview with Botanist ;INT175SF003;S2;M;SF;NSO;Frag.;they
. okay. good.   um i don't know;how;to do this like in two-point-one-three i couldn't i can't figure out how to do, this kind of, part B; Statistics Office Hours ;OFC575MU046;S4;F;SU;NS;Frag.;to
ne we can do two A through D, and we can do three, A and  no it just says,;how;is_ um  yeah it's just A though maybe we should put that off cuz it's hard; Economics Office Hours ;OFC280SU109;S2;F;JF;NS;Frag.;is_
to what we did about, forty-five minutes ago, only,  this is;how;you get a demand curve that slopes, up which is very bizarre (that it) gets more, expensive and in r; Economics Office Hours ;OFC280SU109;S2;F;JF;NS;Frag.;you
kn- but Tef-  Teflon is so- just sort of white plastic,  anyways i mean how can;how;can i tell the difference?    ; Physics Research Group Meeting ;MTG485SG142;S8;F;SG;NS;Quest.;can
sub rolls. and we could have  ;how;about infervising, improvising?   ; Math Study Group ;SGR385SU057;S3;F;SU;NS;Quest.;about
with history it's kinda weird even when you go to the three-hundred levels they're like do you know;how;to read? you're interested in reading stuff carefully and writing  a lot in a paper, you k; Academic Advising ;ADV700JU047;S2;F;ST;NS;Quest.;to
s it have to do with that?   um;how;does it gonna affect, like the outcome the phenotype, that's produced?  is that what you m; Intro Biology Exam Review ;OFC175JU145;S1;F;JG;NS;Quest.;does
taying that long, i'm staying longer blah blah blah, um but what they're doing is they're looking at;how;long the student is enrolled within that particular term, and if they're just enrolled for one month; Forum for International Educators Meeting ;MTG999ST015;S2;F;ST;NS;Frag.;long
ssive discipline   i don't know;how;discipline could be massive, (xx)   ; English Composition Seminar ;SEM300MU100;S5;F;JU;NS;Frag.;discipline
i guess.  ;how;big was it?   it was just for a; Chemical Engineering Group Project Meeting ;SGR195SU127;S4;M;SU;NS;Quest.;big
start it from   i don't know;how;to read a watch.   ; Biology of Birds Field Lab ;LAB175SU026;SU-f;F;SU;NS;Decl.;to
a hundred and twenty, same amount  it's just  gonna depend on;how;you want to spend your credits. do you want to spend, your credits doing one concentration in econom; Academic Advising ;ADV700JU047;S2;F;ST;NS;Decl.;you
no matter ;how;many times it's translated it's gonna be the  same protein product    ; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS;Frag.;many
e sky. blue sky and clouds.  ;how;long have you been teaching this class?   ; English Composition Seminar ;SEM300MU100;SU-f;F;UN;NS;Quest.;long
you need, sounds like you said you had... forty-two credits? at the end of this term? so you'd need,;how;many is that?  seventy-eight credits to go  anyway so you're still going to hav; Academic Advising ;ADV700JU047;S2;F;ST;NS;Quest.;many
and then we, um, show that how this is revealed in one of the articles, and we talk about;how;, like cuz in my article it says single fathers tend to worry about losing custody of their children; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS;Frag.;like
you know what? talk to her because she wasn't sure;how;to make the schedule out. she  wasn't sure what shifts you work.    ; Media Union Service Encounters ;SVC999MX104;S59;F;UN;NS;Decl.;to
area, under things other- otherwise, we're finding the area of objects you wouldn't know, y- i mean;how;could you even,  you know how you would  know every (xx)   ; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS;Frag.;could
well did you not build it to communicate something or you didn't know;how;?   the idea that this punctur; Architecture Critiques ;STP125JG050;S7;M;VO;NS;Quest.;the
point-eight also. okay did you enter 'em in L-one? try entering these numbers into L-one do you know;how;to do that  on your  calculator? alright we need a little calculator session at; Statistics Office Hours ;OFC575MU046;S1;F;JF;NS;Quest.;to
are underlined or italicized, right rules for that in your little brown book as well. oh do you see;how;you would never footnote and parenthetical, cite at the same time? right that would never be, there ; English Composition Seminar ;SEM300MU100;S1;M;JF;NS;Quest.;you
ah, but also, to f- if you  feel this,  and see ;how;easily this s- stuff is to pick up it's, it was uh  unfortunate that  they deci; Art History Office Hours ;OFC320SU153;S1;F;JF;NS;Frag.;easily
o you think?   um, i think just;how;intermarriage between castes is so, stigmatized but, like my grandparents are from different castes,; Anthropology of American Cities Office Hours ;OFC115SU060;S6;F;SU;NS;Frag.;intermarriage
like level, regulations. things like that and then after that. so like know like,;how;these things fall into the place of like how, you go from D-N-A to protein. and know what like it's ; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS;Decl.;these
really sure how i'd, incorporate the two. but... i'd be interested to look more into that, and see,;how;i could combine them.   okay. w; Linguistics Independent Study Advising ;OFC355SU094;S2;F;SU;NS;Decl.;i
ern, but uh, you're straying from the paper topic too. right? you had me when you were talking about;how;Christianity is already necessarily panoptic, right, cuz i'm thinking wow he's talking about Foucaul; English Composition Seminar ;SEM300MU100;S1;M;JF;NS;Frag.;Christianity
to make W to make this work.  at well at least that might set a bound on;how;much you should weight it.    ; Physics Research Group Meeting ;MTG485SG142;S2;M;SG;NS;Decl.;much
was gonna say  the lit review articles are the ones that we turn in? is that, ;how;it works?     ; American Family Group Project Meeting ;SGR565SU144;S2;F;SU;NS;Quest.;it
and you_ do you have a tutor? are you going to_;how;how are you_ you're working with a friend you're doing homework with your friend   ; Academic Advising ;ADV700JU047;S2;F;ST;NS;Frag.;how
le really closely that's your clue there. so then, you can look at the ikat and sort of try and tell;how;were the threads actually tied and dyed to give you an idea.  and you can ; Art History Office Hours ;OFC320SU153;S1;F;JF;NS;Decl.;were
ces but, but i mean look at wha- the other thin- this, what's so extraordinary about that hand is um;how;, alive it is, you know, and then take a look at the pads of flesh, on the palm, it's really amazing; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS;Frag.;alive
s.   and then we, um, show that;how;this is revealed in one of the articles, and we talk about how, like cuz in my article it says singl; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS;Frag.;this
eat these.  yeah because that was one of the other things we were talking about was just;how;, um,  it goes along with, yeah  like just the daily routines like they don't, ; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS;Frag.;um
that's our best.  ;how;come?   um, beca- well basicall; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS;Quest.;come
an draw indifference curves perfectly, consistent if i wanted to, for that story. so the question is;how;can we understand that this consumer's better off selling still, than selling less. and the answer i; Economics Office Hours ;OFC280SU109;S2;F;JF;NS;Decl.;can
